Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Saint Lucia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Saint Vincent and the Grenadines,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200
Sao Tome and Principe,<200 ,<100 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<1000 , 1300,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1300,<1000 ,<1000 , 1200,<1000 ,<500 , 1100,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Senegal,1700 ,1300 , 2400,2100 ,1600 , 2900,2700 ,2000 , 3600,3300 ,2500 , 4400,4000 ,3000 , 5300,4800 ,3600 , 6100,5500 ,4300 , 7000,6300 ,4800 , 7900,7000 ,5400 , 8700,7700 ,5900 , 9400,8200 ,6400 , 9900,8500 ,6700 , 10 000,8600 ,6800 , 10 000,8600 ,6700 , 10 000,8300 ,6500 , 10 000,7900 ,6100 , 9700,7400 ,5700 , 9000,6800 ,5300 , 8300,6200 ,4700 , 7500,5500 ,4200 , 6700,4900 ,3700 , 6000,4500 ,3300 , 5500,4100 ,3000 , 5100,3800 ,2800 , 4800,3600 ,2700 , 4600,3500 ,2700 , 4500,3500 ,2700 , 4400,3600 ,2800 , 4500,3600 ,2900 , 4600
Serbia,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Sierra Leone,5100 ,2100 , 10 000,6100 ,2600 , 12 000,7100 ,3100 , 12 000,8000 ,3500 , 13 000,8900 ,3700 , 14 000,9600 ,3900 , 15 000,10 000 ,4100 , 17 000,11 000 ,4400 , 18 000,11 000 ,4600 , 18 000,11 000 ,4700 , 18 000,11 000 ,4800 , 18 000,11 000 ,4900 , 18 000,11 000 ,5000 , 18 000,12 000 ,5100 , 19 000,12 000 ,5000 , 19 000,12 000 ,5200 , 19 000,12 000 ,5300 , 19 000,12 000 ,5500 , 19 000,12 000 ,5600 , 19 000,12 000 ,5800 , 19 000,12 000 ,5900 , 19 000,12 000 ,6200 , 19 000,13 000 ,6100 , 19 000,13 000 ,6200 , 19 000,13 000 ,6400 , 19 000,13 000 ,6500 , 20 000,13 000 ,6700 , 20 000,13 000 ,6800 , 20 000,13 000 ,6900 , 21 000
Singapore,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <200,<200 ,<100 , <200
Slovakia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<1000 , 1300,1100 ,<1000 , 1500,1300 ,<1000 , 1800,1500 ,1100 , 2100,1700 ,1300 , 2300,1900 ,1400 , 2500,2000 ,1500 , 2700,2100 ,1600 , 2800,2100 ,1600 , 2800,2100 ,1600 , 2700,2000 ,1500 , 2700,1900 ,1400 , 2500,1800 ,1300 , 2300,1600 ,1200 , 2100,1500 ,1100 , 1900,1300 ,<1000 , 1700,1100 ,<1000 , 1500,<1000 ,<1000 , 1300,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300,<1000 ,<1000 , 1300
South Africa,29 000 ,13 000 , 41 000,52 000 ,23 000 , 76 000,91 000 ,40 000 , 130 000,150 000 ,69 000 , 230 000,250 000 ,110 000 , 360 000,360 000 ,170 000 , 530 000,500 000 ,230 000 , 730 000,630 000 ,290 000 , 940 000,750 000 ,350 000 , 1 100 000,850 000 ,380 000 , 1 300 000,920 000 ,420 000 , 1 400 000,980 000 ,430 000 , 1 500 000,1 000 000 ,440 000 , 1 600 000,1 000 000 ,440 000 , 1 600 000,1 000 000 ,440 000 , 1 600 000,1 000 000 ,440 000 , 1 600 000,1 000 000 ,450 000 , 1 600 000,1 000 000 ,450 000 , 1 600 000,1 000 000 ,440 000 , 1 500 000,990 000 ,440 000 , 1 500 000,960 000 ,430 000 , 1 500 000,930 000 ,420 000 , 1 400 000,900 000 ,400 000 , 1 400 000,860 000 ,400 000 , 1 300 000,830 000 ,390 000 , 1 300 000,800 000 ,380 000 , 1 200 000,770 000 ,380 000 , 1 200 000,750 000 ,370 000 , 1 100 000,720 000 ,370 000 , 1 100 000
South Sudan,4500 ,<1000 , 9200,5500 ,1300 , 11 000,6600 ,1900 , 13 000,7600 ,2300 , 14 000,8500 ,2700 , 15 000,9600 ,3200 , 16 000,10 000 ,3800 , 17 000,11 000 ,4600 , 18 000,12 000 ,5200 , 20 000,13 000 ,5500 , 20 000,13 000 ,5600 , 21 000,13 000 ,5600 , 21 000,13 000 ,5800 , 21 000,14 000 ,5900 , 22 000,14 000 ,6000 , 22 000,14 000 ,6100 , 23 000,14 000 ,6100 , 24 000,15 000 ,6400 , 24 000,15 000 ,6900 , 24 000,16 000 ,7300 , 26 000,17 000 ,7700 , 27 000,18 000 ,8200 , 29 000,19 000 ,8700 , 31 000,20 000 ,9300 , 32 000,21 000 ,9700 , 34 000,22 000 ,10 000 , 36 000,23 000 ,11 000 , 37 000,24 000 ,11 000 , 39 000,25 000 ,12 000 , 41 000
Spain,7600 ,5500 , 10 000,6900 ,4900 , 9600,6100 ,4300 , 9000,5400 ,3700 , 8200,4900 ,3400 , 7500,4500 ,3100 , 6800,4200 ,2900 , 6200,3900 ,2700 , 5800,3700 ,2600 , 5400,3500 ,2500 , 5100,3400 ,2400 , 4800,3200 ,2300 , 4600,3100 ,2200 , 4400,3000 ,2200 , 4200,2900 ,2100 , 4100,2800 ,2100 , 3900,2800 ,2000 , 3800,2700 ,2000 , 3700,2600 ,1900 , 3600,2500 ,1800 , 3500,2400 ,1700 , 3300,2300 ,1600 , 3200,2200 ,1500 , 3000,2100 ,1500 , 2900,1900 ,1400 , 2700,1800 ,1300 , 2600,1700 ,1200 , 2500,1600 ,1100 , 2300,1500 ,1000 , 2200
Sri Lanka,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<100 , <200
Sudan,<500 ,<100 , 1800,<500 ,<200 , 2200,<1000 ,<200 , 2500,<1000 ,<200 , 2800,<1000 ,<500 , 3200,<1000 ,<500 , 3600,1200 ,<500 , 3800,1500 ,<500 , 4000,1700 ,<1000 , 4000,1900 ,<1000 , 4300,2200 ,<1000 , 5100,2500 ,1000 , 4900,2800 ,1100 , 5200,3200 ,1300 , 5300,3500 ,1400 , 5600,3800 ,1600 , 5900,4100 ,1700 , 6100,4300 ,1800 , 6500,4300 ,1800 , 6400,4400 ,1800 , 6800,4600 ,1900 , 7500,4700 ,1900 , 8200,4800 ,2000 , 8700,4900 ,2000 , 9400,5000 ,2100 , 10 000,5100 ,2000 , 11 000,5100 ,1900 , 12 000,5200 ,1900 , 13 000,5300 ,1700 , 14 000
Suriname,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Syrian Arab Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Tajikistan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000
Thailand,110 000 ,76 000 , 140 000,180 000 ,120 000 , 230 000,230 000 ,160 000 , 300 000,250 000 ,170 000 , 330 000,250 000 ,170 000 , 330 000,230 000 ,150 000 , 320 000,210 000 ,140 000 , 290 000,180 000 ,120 000 , 260 000,150 000 ,100 000 , 220 000,130 000 ,88 000 , 190 000,110 000 ,76 000 , 150 000,100 000 ,68 000 , 130 000,89 000 ,61 000 , 110 000,79 000 ,54 000 , 100 000,71 000 ,49 000 , 89 000,65 000 ,44 000 , 81 000,58 000 ,39 000 , 73 000,53 000 ,35 000 , 66 000,48 000 ,31 000 , 59 000,43 000 ,28 000 , 54 000,40 000 ,26 000 , 50 000,38 000 ,25 000 , 46 000,36 000 ,24 000 , 44 000,34 000 ,23 000 , 41 000,32 000 ,22 000 , 39 000,30 000 ,21 000 , 37 000,28 000 ,20 000 , 35 000,26 000 ,19 000 , 32 000,24 000 ,17 000 , 30 000
Timor-Leste,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Togo,5400 ,3600 , 6800,7300 ,4800 , 9100,9200 ,6000 , 12 000,11 000 ,7400 , 14 000,13 000 ,8600 , 16 000,15 000 ,9800 , 19 000,16 000 ,11 000 , 20 000,17 000 ,11 000 , 21 000,17 000 ,11 000 , 21 000,17 000 ,11 000 , 21 000,16 000 ,10 000 , 20 000,15 000 ,9900 , 19 000,14 000 ,9300 , 18 000,13 000 ,8700 , 17 000,12 000 ,8100 , 15 000,11 000 ,7500 , 14 000,11 000 ,7000 , 13 000,10 000 ,6600 , 12 000,9500 ,6200 , 12 000,8900 ,5900 , 11 000,8500 ,5600 , 11 000,8500 ,5600 , 11 000,8800 ,5800 , 11 000,9200 ,6100 , 12 000,9700 ,6300 , 12 000,10 000 ,6600 , 13 000,10 000 ,6900 , 13 000,11 000 ,7100 , 13 000,11 000 ,7200 , 14 000
Trinidad and Tobago,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tunisia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,180 000 ,77 000 , 270 000,170 000 ,72 000 , 260 000,160 000 ,68 000 , 240 000,150 000 ,65 000 , 230 000,140 000 ,63 000 , 220 000,140 000 ,63 000 , 210 000,140 000 ,62 000 , 200 000,130 000 ,62 000 , 200 000,130 000 ,63 000 , 190 000,140 000 ,64 000 , 200 000,140 000 ,67 000 , 200 000,140 000 ,70 000 , 200 000,150 000 ,73 000 , 210 000,150 000 ,76 000 , 210 000,160 000 ,79 000 , 220 000,160 000 ,82 000 , 230 000,170 000 ,86 000 , 230 000,170 000 ,89 000 , 240 000,180 000 ,93 000 , 250 000,180 000 ,96 000 , 250 000,180 000 ,98 000 , 250 000,180 000 ,99 000 , 260 000,180 000 ,99 000 , 260 000,180 000 ,99 000 , 250 000,180 000 ,98 000 , 250 000,180 000 ,97 000 , 250 000,170 000 ,95 000 , 240 000,170 000 ,93 000 , 230 000,160 000 ,90 000 , 220 000
Ukraine,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,120 000 ,55 000 , 170 000,140 000 ,64 000 , 210 000,160 000 ,73 000 , 240 000,180 000 ,78 000 , 270 000,190 000 ,82 000 , 290 000,200 000 ,84 000 , 300 000,200 000 ,83 000 , 310 000,200 000 ,81 000 , 310 000,200 000 ,79 000 , 310 000,190 000 ,77 000 , 300 000,180 000 ,74 000 , 290 000,180 000 ,72 000 , 280 000,170 000 ,70 000 , 270 000,170 000 ,69 000 , 260 000,160 000 ,69 000 , 250 000,160 000 ,70 000 , 240 000,160 000 ,71 000 , 240 000,160 000 ,73 000 , 240 000,160 000 ,76 000 , 240 000,160 000 ,79 000 , 240 000,160 000 ,83 000 , 240 000,170 000 ,87 000 , 240 000,170 000 ,90 000 , 250 000,170 000 ,93 000 , 250 000,170 000 ,95 000 , 250 000,180 000 ,96 000 , 250 000,180 000 ,97 000 , 250 000,180 000 ,98 000 , 250 000,180 000 ,97 000 , 250 000
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uruguay,<500 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , 1100,<500 ,<500 , 1100,<500 ,<500 , 1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100
Uzbekistan,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1000 ,<1000 , 1100,1100 ,<1000 , 1200,1200 ,1000 , 1300,1300 ,1100 , 1400,1400 ,1100 , 1500,1500 ,1200 , 1600,1600 ,1300 , 1700,1700 ,1400 , 1800,1800 ,1500 , 1900,1900 ,1500 , 2000,1900 ,1600 , 2000,2000 ,1700 , 2100,2100 ,1700 , 2200,2100 ,1800 , 2300,2200 ,1800 , 2300,2200 ,1800 , 2300,2200 ,1900 , 2300,2300 ,1900 , 2300
Venezuela (Bolivarian Republic of),... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Viet Nam,<500 ,<200 , <500,<1000 ,<500 , <1000,1400 ,<1000 , 1700,2700 ,1700 , 3200,4600 ,3000 , 5600,7000 ,4600 , 8500,9300 ,6100 , 11 000,11 000 ,7500 , 14 000,13 000 ,8600 , 16 000,15 000 ,9500 , 18 000,16 000 ,10 000 , 20 000,16 000 ,11 000 , 21 000,17 000 ,11 000 , 22 000,18 000 ,12 000 , 23 000,18 000 ,12 000 , 23 000,18 000 ,12 000 , 23 000,17 000 ,11 000 , 22 000,17 000 ,11 000 , 21 000,16 000 ,10 000 , 20 000,15 000 ,9600 , 19 000,14 000 ,8900 , 18 000,13 000 ,8200 , 17 000,12 000 ,7600 , 15 000,11 000 ,6900 , 14 000,9500 ,6300 , 12 000,8600 ,5700 , 11 000,7700 ,5100 , 9900,6800 ,4600 , 8700,6100 ,4100 , 7700
